importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
DJABESDEPO FORTUNA RAYA,106,13,41206194.0,3,3,3,Loyal Customers
DJAJA HARAPAN,974,6,15937646397.0,1,2,4,Hibernating
DJARUM,1450,1,5353314989.0,1,1,3,Lost
DJARUM RAYA,141,1,15215.0,3,1,1,Need Attention
DJOJONEGORO C-1000,1634,1,42836925.0,1,1,3,Lost
DJUNIAR & DJUNIAR,2,42,2534707.0,4,4,2,Potential Loyalist
DKSH INDONESIA,1172,82,2349797605.0,1,4,3,Can't Lose Them
DKSH MARKET EXPANSION SERVICES INDONESIA,552,60,469924191.0,2,4,3,At Risk
DMC PLASTIK INDONESIA,608,11,8223305.0,2,3,2,At Risk
DMT PARAMA ARTA,2,15,93526889.0,4,3,3,Loyal Customers
DMX TRADING INDONESIA,1374,95,58704657.0,1,4,3,Can't Lose Them
DNP INDONESIA,2,132,19120843923.0,4,4,4,Champions
DOCARE LARAS INDONESIA,359,2,92599.0,2,1,1,Hibernating
DODO ACTIVEWEAR,1483,5,4063206.0,1,2,2,Hibernating
DODO ACTIVEWEAR KBN,757,4,32667726.0,2,2,2,About to Sleep
DODO RINDO JAYA ABADI,90,42,146377102227.0,3,4,4,Champions
DOK BAHARI NUSANTARA,1682,1,9927865352.0,1,1,4,Lost
DOK KELAPA DUA PERMAI,1126,1,41316.0,1,1,1,Lost
DOKA FORMWORK INDONESIA,307,1,1542751.0,3,1,2,Need Attention
DOLPHIN ANUGRAH JAYA,1625,1,197225.0,1,1,1,Lost
DOM PIZZA INDONESIA,43,5,73434.0,3,2,1,Need Attention
DOMAS AGROINTI PRIMA,755,1,75200.0,2,1,1,Hibernating
DOMUSINDO PERDANA,23,28,19944344.0,4,4,2,Potential Loyalist
DONG CHUANG TECHNOLOGY,3,17,35744655691.0,4,3,4,Champions
DONG IL METAL INDONESIA,30,25,164753944.0,4,3,3,Loyal Customers
DONG JIN TEXTILE INDONESIA,308,35,4367227446.0,3,4,3,Loyal Customers
DONG JUNG INDONESIA,30,9,108000.0,4,3,1,Promising
DONG MI GLOBAL,79,2,33900.0,3,1,1,Need Attention
DONG SHENG INDONESIA,108,3,9927.0,3,2,1,Need Attention
DONGA WEBBING INDONESIA,6,16,40533255.0,4,3,3,Loyal Customers
DONGCAI GARMENT INDONESIA,831,3,8113539.0,2,2,2,About to Sleep
DONGDA TECHNOLOGY INDONESIA,59,158,825964566470.0,3,4,4,Champions
DONGIN TEXTILE INDONESIA,679,8,17103139.0,2,3,2,At Risk
DONGSUNG CHEMICAL INDONESIA,28,3,291561.0,4,2,1,Need Attention
DONGSUNG JAKARTA,143,1,750816.0,3,1,1,Need Attention
DONGSUNG MULSAN INDONESIA,23,33,25941148862.0,4,4,4,Champions
DONLIM TECHNOLOGY INDONESIA,279,2,146102.0,3,1,1,Need Attention
DOO SAN CIPTA BUSANA JAYA,1438,2,1756617.0,1,1,2,Lost
DOO SAN DUNIA BUSANA,807,4,3623768797.0,2,2,3,About to Sleep
DOO SAN GLOBAL,1507,4,4014460.0,1,2,2,Hibernating
DOO SAN JAYA SUKABUMI,1413,1,7929079095.0,1,1,4,Lost
DORAN SUKSES INDONESIA,14,77,186533356.0,4,4,3,Loyal Customers
DOS INTERNATIONAL INDONESIA,42,3,198931.0,4,2,1,Need Attention
DOU YEE ENTERPRISES,507,59,10239629.0,2,4,2,At Risk
DOVER CHEMICAL,59,19,446693.0,3,3,1,Promising
DOWELL ANADRILL SCHLUMBERGER,3,1388,1389046759.0,4,4,3,Loyal Customers
DPO INDONESIA,13,246,373117164045.0,4,4,4,Champions
DRACO INTERNASIONAL,1206,4,10962030.0,1,2,2,Hibernating
DRAEGERINDO JAYA,22,26,26274991718.0,4,3,4,Champions
DRAGON ANUGERAH SEJAHTERA ABADI,481,1,56000.0,2,1,1,Hibernating
DRAGON COMPUTER & COMMUNICATION,1366,7,2722500.0,1,3,2,Can't Lose Them
DRAGON PACK,239,3,3417052.0,3,2,2,Need Attention
DRAGON PRODUCT INDONESIA,13,6,1249720702.0,4,2,3,New Customers
DRAGON PUTRA NUSANTARA,8,23,31404715.0,4,3,2,Potential Loyalist
DRAGON TRADE INDONESIA,7,58,158468199184.0,4,4,4,Champions
DRASTHA ROKEM NUSANTARA,308,38,14892768.0,3,4,2,Potential Loyalist
DRILLINDO SUKSES PERKASA,41,19,28261888.0,4,3,2,Potential Loyalist
DRILLING RIGS INTERNATIONAL,1081,1,12185.0,1,1,1,Lost
DS SOLUTIONS INTERNATIONAL,51,27,6451341722.0,3,4,4,Champions
DSI INDONESIA,1672,6,23851464867.0,1,2,4,Hibernating
DSI UNDERGROUND,714,160,176951770773.0,2,4,4,At Risk
DSL INDONESIA,986,5,327168.0,1,2,1,Hibernating
DSON GLOBAL MANDIRI,1590,1,1645885.0,1,1,2,Lost
DSSP POWER SUMSEL,195,2,23239.0,3,1,1,Need Attention
DTOID SUKSES BERSAMA,45,13,8654469.0,3,3,2,Potential Loyalist
DUA BERLIAN,30,121,2948825606.0,4,4,3,Loyal Customers
DUA KARSA MANDIRI,63,2,204113.0,3,1,1,Need Attention
DUA KELINCI,140,6,10300429995.0,3,2,4,New Customers
DUA PULUH TIGA,1070,11,2690885062.0,1,3,3,Can't Lose Them
DUA PUTRA CIRATA,495,14,1737160.0,2,3,2,At Risk
DUA PUTRA PERKASA PRATAMA,8,41,33506593687.0,4,4,4,Champions
DUA SAHABAT ASIA,541,1,3907208.0,2,1,2,Hibernating
DUA SAHABAT GROUP,1568,1,19490.0,1,1,1,Lost
DUA TIGA MAKMUR,275,93,139560343436.0,3,4,4,Champions
DUA TIGA RATTAN,251,1,196403.0,3,1,1,Need Attention
DUFRINDO INTERNASIONAL,981,1,254475925.0,1,1,3,Lost
DUMAS TANJUNG PERAK SHIPYARDS,297,4,15296761.0,3,2,2,Need Attention
DUNHAM BUSH INDONESIA,97,17,1688319.0,3,3,2,Potential Loyalist
DUNIA BUAH ABADI,1024,48,2383536682.0,1,4,3,Can't Lose Them
DUNIA BUSANA KEKINIAN,301,1050,772842705.0,3,4,3,Loyal Customers
DUNIA CIPTA NUSANTARA,191,3,10239944462.0,3,2,4,New Customers
DUNIA HIJAU,876,25,10426693.0,2,3,2,At Risk
DUNIA HORECA,107,11,20370127.0,3,3,2,Potential Loyalist
DUNIA INDAH MAKMUR NUSANTARA,1053,4,6529171.0,1,2,2,Hibernating
DUNIA INTERNET TEKNOLOGI,519,2,778416.0,2,1,1,Hibernating
DUNIA KECANTIKAN INDONESIA,24,20,13175483490.0,4,3,4,Champions
DUNIA KERTAS INDRATAMA,247,2,2023849155.0,3,1,3,New Customers
DUNIA KIDO INDONESIA,580,1,4790484001.0,2,1,3,Hibernating
DUNIA KIMIA JAYA,31,99,75519800.0,4,4,3,Loyal Customers
DUNIA KONVEKSI,1164,1,7352.0,1,1,1,Lost
DUNIA LASKAR BIRU,1115,1,7216415155.0,1,1,4,Lost
DUNIA MAKMUR SEJAHTERA,1143,10,37198529.0,1,3,3,Can't Lose Them
DUNIA MAS,128,3,3406128011.0,3,2,3,New Customers
DUNIA MULTI CEMERLANG,545,2,1030504.0,2,1,2,Hibernating
DUNIA PANEL INDONESIA,78,1,79978.0,3,1,1,Need Attention
DUNIA PEMADAM INDONESIA,1548,2,10468.0,1,1,1,Lost
DUNIA PRATAMA SEJAHTERA,171,1,56598.0,3,1,1,Need Attention
DUNIA RAHMAT BUAH,968,1,319284.0,1,1,1,Lost
DUNIA RASA INDAH,450,1,9078.0,2,1,1,Hibernating
DUNIA SAFTINDO,23,26,2395016802.0,4,3,3,Loyal Customers
DUNIA SPORTS INTERPRISES,30,1,2799.0,4,1,1,Need Attention
DUNIA TATA SUARA,451,1,358044.0,2,1,1,Hibernating
DUNIA WAHANA HIBURAN,373,6,147822804.0,2,2,3,About to Sleep
DUOPHARMA HEALTHCARE INDONESIA,30,2,158662749.0,4,1,3,New Customers
DUPA CENDANA HARUM,857,2,83680.0,2,1,1,Hibernating
DUPALINDO PERKASA,538,1,1960858.0,2,1,2,Hibernating
DUTA ABADI PERDANA,190,35,31831549665.0,3,4,4,Champions
DUTA ABADI PRIMANTARA,9,334,204910690376.0,4,4,4,Champions
DUTA ANUGERAH ALAM SEJATI,450,1,9305966124.0,2,1,4,Hibernating
DUTA ANUGRAH BARU,1165,12,1740427.0,1,3,2,Can't Lose Them
DUTA ASIA BAHARI,1062,7,5748389.0,1,3,2,Can't Lose Them
DUTA ASIA PLASTIKSINDO,871,13,20367177357.0,2,3,4,At Risk
DUTA ATAYA ANUGERAH,35,17,2705577.0,4,3,2,Potential Loyalist
DUTA BAJA INDONESIA,934,12,125312062.0,2,3,3,At Risk
DUTA CAHAYA ANUGERAH,78,28,58282080752.0,3,4,4,Champions
DUTA CAHAYA SAMUDERA,1203,1,8568.0,1,1,1,Lost
DUTA CAKRAWALA INDAH,1098,2,257156.0,1,1,1,Lost
DUTA INDAH ABADI,17,10,9365745963.0,4,3,4,Champions
DUTA INDONESIA PERMAI,442,1,508616.0,2,1,1,Hibernating
DUTA INTIDAYA TBK,37,326,757096896.0,4,4,3,Loyal Customers
DUTA INTIGUNA YASA,1,2848,231330282854.0,4,4,4,Champions
DUTA JASA UTAMA,1150,8,10808998.0,1,3,2,Can't Lose Them
DUTA JEPARA,461,1,19728.0,2,1,1,Hibernating
DUTA KENCANA INDAH,320,8,9055069.0,3,3,2,Potential Loyalist
DUTA MAS HARMONI,24,5,1168753106.0,4,2,3,New Customers
DUTA NITSUKO ABADI,177,8,199250.0,3,3,1,Promising
DUTA NUSA BAKTI,541,3,1509880325.0,2,2,3,About to Sleep
DUTA PERKASA,27,3,3347696.0,4,2,2,Need Attention
DUTA PESONA JAYA,1365,1,271425.0,1,1,1,Lost
DUTA PLASTIK PERTIWI,1423,1,13563552.0,1,1,2,Lost
DUTA PRATAMA ASIA,539,236,601411388625.0,2,4,4,At Risk
DUTA PRIMA BUANA,758,6,5454069463.0,2,2,3,About to Sleep
DUTA PRIMA PERDANA,182,6,39165.0,3,2,1,Need Attention
DUTA PRIMA UTAMA,30,15,62822022.0,4,3,3,Loyal Customers
DUTA PUTRA OETAMA,1258,2,95000.0,1,1,1,Lost
DUTA RANTAI MAS,497,3,3897715.0,2,2,2,About to Sleep
DUTA SAMUDERA JAYA,2,34,3139638766.0,4,4,3,Loyal Customers
DUTA SARANA PERKASA,76,2,14250.0,3,1,1,Need Attention
DUTA SETIA GARMEN,345,1,149484081.0,2,1,3,Hibernating
DUTA SUGAR INTERNATIONAL,23,125,17475190046.0,4,4,4,Champions
DUTA SUMBER BAJA CEMERLANG,1372,4,658824.0,1,2,1,Hibernating
DUTA SURYA PERMATA,43,2,22347.0,3,1,1,Need Attention
DUTA TUNGGAL KARYA,87,1,6306.0,3,1,1,Need Attention
DUTA WARNA,332,2,480000.0,2,1,1,Hibernating
DUTAFLOW HIDROLIK,233,2,94205.0,3,1,1,Need Attention
DUTAMULTI INTIOPTIC PRATAMA,36,2,19833154.0,4,1,2,Need Attention
DUVALCO FLOW TECHNOLOGY INDONESIA,41,3,11607817054.0,4,2,4,New Customers
DWI BAGUS SENTOSA,27,3,1065459.0,4,2,2,Need Attention
DWI BINA UTAMA,524,2,3161815980.0,2,1,3,Hibernating
DWI BINTANG GLOBAL,20,16,5724873.0,4,3,2,Potential Loyalist
DWI CAHAYA SEJATI,38,3,9371064331.0,4,2,4,New Customers
DWI DAYA KARYA,149,1,10536558.0,3,1,2,Need Attention
DWI IVAN PANJAYA,20,8,29520.0,4,3,1,Promising
DWI JAYA TUNGGAL,31,32,2349090911.0,4,4,3,Loyal Customers
DWI KENCANA ABADI,64,2,355080.0,3,1,1,Need Attention
DWI MITRA PERKASA,680,13,12296428.0,2,3,2,At Risk
DWI MITRA SELARAS,1416,4,14184274.0,1,2,2,Hibernating
DWI MITRA TEKNINDO,120,1,16752.0,3,1,1,Need Attention
DWI NAGA SAKTI ABADI,9,11,16143405.0,4,3,2,Potential Loyalist
DWI PRIMA ENGINEERING,8,43,107399922843.0,4,4,4,Champions
DWI PRIMA REZEKY,52,19,36703246.0,3,3,3,Loyal Customers
DWI PURA MITRA,696,3,189824.0,2,2,1,About to Sleep
DWI PUTU KASSIRANO,437,27,14402973154.0,2,4,4,At Risk
DWI SUKSES,390,92,65834863.0,2,4,3,At Risk
DWI TUNGGAL INDAH JAYA,28,14,8056786820.0,4,3,4,Champions
DWI TUNGGAL MULIA KIMIA,43,29,4929858042.0,3,4,3,Loyal Customers
DWI UNGGUL ABADI,49,12,35393842317.0,3,3,4,Champions
DWI UTAMA PRATAMA,20,17,42152799679.0,4,3,4,Champions
DWIDASAEKA JAYA ABADI,1732,1,20030.0,1,1,1,Lost
DWIGASINDO ABADI,50,1,13000.0,3,1,1,Need Attention
DWIHARSA STEEL INTERNASIONAL,1331,2,12584.0,1,1,1,Lost
DWIJAYA SELARAS,2,1,3826354203.0,4,1,3,New Customers
DWIJAYA SUMBER MAKMUR,1142,42,11442827233.0,1,4,4,Can't Lose Them
DWIJAYAMANDIRI CEMERLANG,91,4,63600.0,3,2,1,Need Attention
DWIKARYA BAJA PERKASA,379,15,7787188720.0,2,3,4,At Risk
DWIKARYA PUTRA MANUNGGAL,57,1,2287604.0,3,1,2,Need Attention
DWIMAPUTRA MESIN SEJATI,3,18,16008396279.0,4,3,4,Champions
DWIMITRA SEJAHTERA BERSAMA,947,12,7541035931.0,2,3,4,At Risk
DWIMITRA TRANSFORMASI SUPLINDO,1546,6,26829919999.0,1,2,4,Hibernating
DWIPA MEGAH LESTARI,575,1,274935.0,2,1,1,Hibernating
DWIPRIMA MULTI GARMEN,2,1,1431197.0,4,1,2,Need Attention
DWIRAJAYA SATYA,241,5,32989.0,3,2,1,Need Attention
DWITAMA MANDIRI TEKNIK,1553,1,33480447.0,1,1,2,Lost
DWITAMA PRIMA SAKTI,461,5,1595730.0,2,2,2,About to Sleep
DWITUNGGAL BANGUN PERSADA,91,3,10566504118.0,3,2,4,New Customers
DWITUNGGAL RAYA ABADI,22,27,18691686.0,4,4,2,Potential Loyalist
DXM MOULD STEEL INDONESIA,118,4,7006774.0,3,2,2,Need Attention
DYCOM ENGINEERING,1368,3,7628335.0,1,2,2,Hibernating
DYMAR JAYA INDONESIA,1343,1,15500.0,1,1,1,Lost
DYNACAST INDONESIA,817,6,8531842061.0,2,2,4,About to Sleep
DYNAPLAST,14,32,780286264.0,4,4,3,Loyal Customers
DYNATECH INTERNATIONAL,392,6,95232.0,2,2,1,About to Sleep
DYNIC TEXTILE PRESTIGE,1399,13,22084020695.0,1,3,4,Can't Lose Them
DYSTAR COLOURS INDONESIA,198,11,14031742.0,3,3,2,Potential Loyalist
DZM INTERNASIONAL INDONESIA,37,24,4141543448.0,4,3,3,Loyal Customers
E-JADE GLOBAL,750,10,443837268.0,2,3,3,At Risk
E-T-A INDONESIA,86,1,2766625465.0,3,1,3,New Customers
EADECO INDONESIA,1661,2,528940.0,1,1,1,Lost
EAGLE INDUSTRY INDONESIA,721,4,11194488615.0,2,2,4,About to Sleep
EAGLE NICE INDONESIA,622,13,2386978776.0,2,3,3,At Risk
EAKINDO MITRA SASTARI,1074,17,24390730.0,1,3,2,Can't Lose Them
EAST HOPE AGRICULTURE INDONESIA,73,6,140670.0,3,2,1,Need Attention
EAST HOPE AGRICULTURE SURABAYA,210,6,140130.0,3,2,1,Need Attention
EAST INDIAN AGENCY,217,18,6898326.0,3,3,2,Potential Loyalist
EAST INDO FAIR TRADING,51,11,14824670.0,3,3,2,Potential Loyalist
EAST JAVA MATCH FACTORY LTD,107,10,318675.0,3,3,1,Promising
EASTERN DEPO,450,5,1126380.0,2,2,2,About to Sleep
EASTERN PIGEON INDUSTRY,41,12,81771043.0,4,3,3,Loyal Customers
EASTINDO UTAMA INDUSTRI,869,25,6687706129.0,2,3,4,At Risk
EATON INDUSTRIES,132,3,865776.0,3,2,1,Need Attention
EBAKO NUSANTARA,415,1,28738431.0,2,1,2,Hibernating
EBARA INDONESIA,3,194,213651442204.0,4,4,4,Champions
EBLO TEKNOLOGI INDONESIA,36,28,4048011305.0,4,4,3,Loyal Customers
EBOT AMAN MAKMUR,580,1,6108513.0,2,1,2,Hibernating
ECCLON ENERGI INDONESIA,178,10,5503370075.0,3,3,3,Loyal Customers
ECCO TANNERY INDONESIA,112,4,1676133373.0,3,2,3,New Customers
ECHO,38,58,438895824.0,4,4,3,Loyal Customers
ECHO ADVANCED TECHNOLOGY INDONESIA,467,7,3839281464.0,2,3,3,At Risk
ECLAT HOMTECH INDONESIA,1431,1,1811376.0,1,1,2,Lost
ECO ENERGI SOLUSINDO PRIMA,1133,4,58060.0,1,2,1,Hibernating
ECO FIBRE INDUSTRIES,59,4,13382389.0,3,2,2,Need Attention
ECO LIVING,1,28,50121178486.0,4,4,4,Champions
ECO PAPER INDONESIA,1,2278,4910140446.0,4,4,3,Loyal Customers
ECO PRIMA ENERGI,2,14,22316357148.0,4,3,4,Champions
ECO RAMAH LESTARI,8,132,8411299170.0,4,4,4,Champions
ECO SMART GARMENT INDONESIA,1430,134,50148588967.0,1,4,4,Can't Lose Them
ECO TUMBUH MAKMUR,632,10,17519437.0,2,3,2,At Risk
ECOHOME INTERNATIONAL INDONESIA,3,42,15147363020.0,4,4,4,Champions
ECOM CONSULTING,122,27,7435921.0,3,4,2,Potential Loyalist
ECOMEC RESOURCES INDONESIA,30,1,560.0,4,1,1,Need Attention
ECOMPAZZ INDONESIA,114,22,47643338998.0,3,3,4,Champions
ECON PRIBUMI INDONESIA,108,19,1953885.0,3,3,2,Potential Loyalist
ECOSAINS HAYATI,955,5,108200.0,1,2,1,Hibernating
ECOU AKUSTIK INDONESIA,311,2,1498431.0,3,1,2,Need Attention
ECS INDO JAYA,161,371,12828993699.0,3,4,4,Champions
ECS RAYA INDONESIA,34,15,15285326.0,4,3,2,Potential Loyalist
EDF SYSTEM INTEGRATION,1500,5,15156153139.0,1,2,4,Hibernating
EDIVA SUKSES ABADI,7,2,11378.0,4,1,1,Need Attention
EDL DESIGN INDONESIA,6,240,394245940137.0,4,4,4,Champions
EDLIN LESTARI MANDIRI,10,218,91383847.0,4,4,3,Loyal Customers
EDS MANUFACTURING INDONESIA,377,3,18749768.0,2,2,2,About to Sleep
EDVAN MEDISOURCE INDONESIA TBK,365,1,810499.0,2,1,1,Hibernating
EEMONT INTERNATIONAL INDONESIA,5,37,14988522423.0,4,4,4,Champions
EEPRO HISHUTTLE INDONESIA,966,2,316776.0,1,1,1,Lost
EFADA MEDICAL INDUSTRIES INDONESIA,461,1,20970.0,2,1,1,Hibernating
EFATA SEJAHTERA INDONESIA,23,63,5722383.0,4,4,2,Potential Loyalist
EFFORI PROSPERO SOLUSI,23,34,4124126.0,4,4,2,Potential Loyalist
EFFRENSINDO KENCANA,135,1,486362.0,3,1,1,Need Attention
EFJA,21,16,45681965850.0,4,3,4,Champions
EFOREL CITRA UTAMA,1484,7,76850.0,1,3,1,Can't Lose Them
EFRAN BERKAT ADITAMA,1431,1,33000.0,1,1,1,Lost
EFRATA RETAILINDO,861,1,1488082.0,2,1,2,Hibernating
EGA MULTI CIPTA,57,33,3629227.0,3,4,2,Potential Loyalist
EGA TEKELINDO PRIMA,13,64,506987825.0,4,4,3,Loyal Customers
EGISS KONSULTASI KOMPUTER INDONESIA,976,2,3042.0,1,1,1,Lost
EHWA TRADE,1683,1,118125.0,1,1,1,Lost
EIFFEL TEXTILE INDUSTRIES,21,24,140353276.0,4,3,3,Loyal Customers
EIG DERMAL WELLNESS INDONESIA,1273,7,583112.0,1,3,1,Can't Lose Them
EIGER EKOWISATA NUSANTARA,422,3,17060052354.0,2,2,4,About to Sleep
EIGERINDO MULTI PRODUK INDUSTRI,8,436,78921914716.0,4,4,4,Champions
EINS TREND,678,23,18185731956.0,2,3,4,At Risk
EIRO FOAM AND FUNCTION,231,4,797451.0,3,2,1,Need Attention
EKA DAYA PERKASA,238,18,462171654.0,3,3,3,Loyal Customers
EKA DHARMA JAYA SAKTI,345,3,7250468250.0,2,2,4,About to Sleep
EKA JAYA INTERNASIONAL,1,276,89861471909.0,4,4,4,Champions
EKA JAYA PRIMA,101,7,283504.0,3,3,1,Promising
EKA KARYA TUNGGAL,173,6,1961017.0,3,2,2,Need Attention
EKA LAUTAN TEDUH,1542,1,8480.0,1,1,1,Lost
EKA MAJU MESININDO,106,5,21057871392.0,3,2,4,New Customers
EKA MULTI BAHARI,72,1,1149816.0,3,1,2,Need Attention
EKA PUTRA SAMUDRA,31,32,3738152655.0,4,4,3,Loyal Customers
EKA SAKTI KIRANA ANNAPURNA,885,20,25936899.0,2,3,2,At Risk
EKA SANDANG DUTA PRIMA,1722,1,2318778.0,1,1,2,Lost
EKA TIMUR RAYA,324,10,38604300.0,3,3,3,Loyal Customers
EKA WIJAYA SEJAHTERA,450,93,124374518011.0,2,4,4,At Risk
EKACITTA DIAN PERSADA,23,122,35365154022.0,4,4,4,Champions
EKADAYA CENTRAPUTRA,169,1,31050.0,3,1,1,Need Attention
EKADHARMA INTERNATIONAL TBK,3,115,1242892517.0,4,4,3,Loyal Customers
EKAKARSA SEJAHTERA INDONESIA,273,1,284226.0,3,1,1,Need Attention
EKAKARYA GRAHA FLORA,24,34,10323917029.0,4,4,4,Champions
EKAMANT INDONESIA,42,3,1621130.0,4,2,2,Need Attention
EKAMAS FORTUNA,1,2237,3347676144.0,4,4,3,Loyal Customers
EKASINAR ABADI,58,5,1547215853.0,3,2,3,New Customers
EKASURYA INOUT INDONESIA,110,36,2282828.0,3,4,2,Potential Loyalist
EKAWIRA SOLUSI MANDIRI,1211,3,310000.0,1,2,1,Hibernating
EKOMASTER BUANA LESTARI,73,1,10038.0,3,1,1,Need Attention
EKSKLUSIF PRIMA JAYA,84,84,21388980.0,3,4,2,Potential Loyalist
EKSONINDO MULTI PRODUCT INDUSTRY,212,270,932637377.0,3,4,3,Loyal Customers
ELANG CAHAYA SEJAHTERA,85,108,806773.0,3,4,1,Promising
ELANG CAKRAWALA INTI,1732,1,16890.0,1,1,1,Lost
ELANG GEMILANG LOGISTIK,1653,36,8335035.0,1,4,2,Can't Lose Them
ELANG KURNIASAKTI,1219,3,51480.0,1,2,1,Hibernating
ELANG MEGAH UTAMA,73,10,3436215731.0,3,3,3,Loyal Customers
ELANG PERDANA TYRE INDUSTRY,1,366,1766840970.0,4,4,3,Loyal Customers
ELANG PERKASA DINAMIKA,588,1,19900.0,2,1,1,Hibernating
ELANG PUTRA TRITUNGGAL,1062,16,53565749.0,1,3,3,Can't Lose Them
ELANG TERPAL INDONESIA,17,48,89972131310.0,4,4,4,Champions
ELANGPERDANA PRIMA NIAGA DAN INDUSTRI,61,3,3131357.0,3,2,2,Need Attention
ELBEKA SEWING THREAD,415,2,7751955.0,2,1,2,Hibernating
ELBINDO PRATAMA RAYA,1672,3,43934.0,1,2,1,Hibernating
ELC BEAUTY INDONESIA,6,1241,2584563472279.0,4,4,4,Champions
ELCE IMEXINDO BERSATU,1634,2,30150.0,1,1,1,Lost
ELECTRA CONTINENTAL PRIMA,535,1,86526.0,2,1,1,Hibernating
ELECTRA INTI PERKASA,344,2,92800.0,2,1,1,Hibernating
ELECTRO INDO CEMERLANG,628,2,487350.0,2,1,1,Hibernating
ELECTROLUX INDONESIA,1,2611,3064513774550.0,4,4,4,Champions
ELECTRONIC INDONESIA,254,7,455552.0,3,3,1,Promising
ELEGANCE AUTOMOBILE,1073,21,53611691064.0,1,3,4,Can't Lose Them
ELEGANZA TILE INDONESIA,10,637,2088828128781.0,4,4,4,Champions
ELEKTRIK BATERAI INDONESIA,318,1,38551665.0,3,1,3,New Customers
ELEKTRONIK DISTRIBUSI OTOMATISASI TERKEMUKA,122,6,11053032894.0,3,2,4,New Customers
ELEMATEC INDONESIA,512,5,11926987.0,2,2,2,About to Sleep
ELHIFA INTIGUNA,387,2,5096881813.0,2,1,3,Hibernating
ELIANWARE HOUSEWARE TRADING,2,29,88438515845.0,4,4,4,Champions
ELISA UTAMA,75,2,1417199.0,3,1,2,Need Attention
ELITE,1031,6,2438394.0,1,2,2,Hibernating
ELITE KAYU PERKASA,356,5,77527514.0,2,2,3,About to Sleep
ELITE PERMAI METAL WORKS,1063,2,48983647.0,1,1,3,Lost
ELITE PORT TECHNOLOGY,3,103,1881414911.0,4,4,3,Loyal Customers
ELITESTAR DINAMIKA JAYA,22,31,72247336.0,4,4,3,Loyal Customers
ELIZABETH HANJAYA,1497,2,3738163.0,1,1,2,Lost
ELLANE ABADI PERKASA,904,7,537371.0,2,3,1,At Risk
ELLEAIR INTERNATIONAL MANUFACTURING INDONESIA,533,1,1884.0,2,1,1,Hibernating
ELLEAIR INTERNATIONAL TRADING INDONESIA,1396,12,10633826.0,1,3,2,Can't Lose Them
ELNUSA TBK,12,24,74921674.0,4,3,3,Loyal Customers
ELO KARSA UTAMA,541,35,8827570588.0,2,4,4,At Risk
ELOGIO ASIA INDONESIA,638,1,42109035.0,2,1,3,Hibernating
ELPISDOOR ERE INDONESIA,1003,8,2552296.0,1,3,2,Can't Lose Them
ELRA BERKAT PANGAN,612,1,300.0,2,1,1,Hibernating
ELS INDONESIA PRIMA,15,22,69945615003.0,4,3,4,Champions
ELSISCOM PRIMA KARYA,223,11,23809.0,3,3,1,Promising
EMAS JAYA SEJAHTERA,504,33,7400552.0,2,4,2,At Risk
EMBEE PLUMBON TEKSTIL,1046,2,729000.0,1,1,1,Lost
EMBROITEX JAYA,28,67,240086727.0,4,4,3,Loyal Customers
EMEDIA DEVICES,862,35,339943397.0,2,4,3,At Risk
EMERALD SEAWEED INDONESIA,1500,1,3750.0,1,1,1,Lost
EMERSON INDONESIA,1009,12,13200776.0,1,3,2,Can't Lose Them
EMINA CHEESE INDONESIA,132,7,16480077975.0,3,3,4,Champions
EMJEBE PHARMA,357,13,241251.0,2,3,1,At Risk
EMPAT BERSAUDARA GRUP,1574,1,148800.0,1,1,1,Lost
EMPAT JAYA INDONESIA,911,5,2283888136.0,2,2,3,About to Sleep
EMPIRE GLASS DESIGN,163,5,1820138.0,3,2,2,Need Attention
EMS INDOAPPLIANCES,129,107,182376735071.0,3,4,4,Champions
EMWAY GLOBALINDO,1542,4,9513520.0,1,2,2,Hibernating
ENAM MAHAWIRA INDONESIA,1052,15,2198312.0,1,3,2,Can't Lose Them
ENAM TOEDJOEH DELAPAN,630,12,14096876.0,2,3,2,At Risk
ENBLANC GLOBAL INDONESIA,463,9,122200.0,2,3,1,At Risk
ENCO BITRA JAYA,1524,2,3141011.0,1,1,2,Lost
ENDO INDONESIA,871,13,83007.0,2,3,1,At Risk
ENERGI BUMI NUSANTARA,1081,8,1304565.0,1,3,2,Can't Lose Them
ENERGI MUDA NUSANTARA,1071,5,854000.0,1,2,1,Hibernating
ENERGI OLEO PERSADA,882,2,141100.0,2,1,1,Hibernating
ENERGI SELALU BARU,815,1,30435525.0,2,1,2,Hibernating
ENERGI SWA DINAMIKA MUDA,191,2,223.0,3,1,1,Need Attention
ENERGI UNGGUL PERSADA,119,2,391000.0,3,1,1,Need Attention
ENERGIZER INDONESIA,420,5,43149621.0,2,2,3,About to Sleep
ENERGY LAUTAN NUSANTARA,229,23,73657492.0,3,3,3,Loyal Customers
ENERTEK KUANTUM INDONESIA,115,2,6708053469.0,3,1,4,New Customers
ENERTELINDO KENCANA,1361,2,6745145.0,1,1,2,Lost
ENGGAL SUBUR KERTAS,2,524,1157822370.0,4,4,3,Loyal Customers
ENGINEERING MALEA INDONESIA,104,22,73970884408.0,3,3,4,Champions
ENGINEERING PLASTICS ASIA,553,1,988264.0,2,1,2,Hibernating
ENIGMA AUDIOS TEKNOLOGI,1499,8,15504290.0,1,3,2,Can't Lose Them
