importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Tanggal_Snapshot
ALAM GEMACITRA PRIMA,962,23,2504333.0,1,3,2,Can't Lose Them,2025-10-23
ALAM HIJAU SEMESTA,1749,1,39963.0,1,1,1,Lost,2025-10-23
ALAM INROTAMA,1,47,5686190889.0,4,4,3,Loyal Customers,2025-10-23
ALAM JAYA MAKMUR,1095,289,103907005433.0,1,4,4,Can't Lose Them,2025-10-23
ALAM KAYA NUTRISI,198,2,6633334749.0,3,1,4,New Customers,2025-10-23
ALAM NUSA TANI,306,51,23691268893.0,3,4,4,Champions,2025-10-23
ALAM ORGANIK MAKMUR,87,40,25437276705.0,3,4,4,Champions,2025-10-23
ALAM PERKASA LESTARI,2,7,14451961146.0,4,3,4,Champions,2025-10-23
ALAM SEMESTA DUNIA,1106,2,24392.0,1,1,1,Lost,2025-10-23
ALAM SEMESTA SANITARY,120,1,0.0,3,1,1,Need Attention,2025-10-23
ALAM SUBUR PERMAI,1000,52,4778567.0,1,4,2,Can't Lose Them,2025-10-23
ALAM SUKSES GEMILANG,2,39,1637365.0,4,4,2,Potential Loyalist,2025-10-23
ALAM TEKNIK MANDIRI,257,8,124684807.0,3,3,3,Loyal Customers,2025-10-23
ALAMANDHA MULIA LESTARI,49,1,723258.0,3,1,1,Need Attention,2025-10-23
ALAMBOGA INTERNUSA,15,30,28033623236.0,4,4,4,Champions,2025-10-23
ALANO MITRA LOGISTIK,37,10,178345351.0,4,3,3,Loyal Customers,2025-10-23
ALAS MAS MEGAH,405,20,3440567.0,2,3,2,At Risk,2025-10-23
ALASMAS BERKAT UTAMA,1290,6,21867098.0,1,2,2,Hibernating,2025-10-23
ALAT BANTU DENGAR INDONESIA,1421,1,6295.0,1,1,1,Lost,2025-10-23
ALBASIA BATANG SEJAHTERA,388,1,110644.0,2,1,1,Hibernating,2025-10-23
ALBERTA MAKMUR UTAMA,663,5,78020.0,2,2,1,About to Sleep,2025-10-23
ALBETA SUKSES MANDIRI,358,3,3664543.0,2,2,2,About to Sleep,2025-10-23
ALBY NIAGA INDONESIA,554,1,29183.0,2,1,1,Hibernating,2025-10-23
ALCORE MAJUJAYA BERSAMA,1,3,12655106162.0,4,2,4,New Customers,2025-10-23
ALCOTRAINDO BATAM,381,1,159236633.0,2,1,3,Hibernating,2025-10-23
ALDER MANDIRI SUKSES,50,2,1385019291.0,3,1,3,New Customers,2025-10-23
ALDERON PRATAMA INDONESIA,24,19,30721849336.0,4,3,4,Champions,2025-10-23
ALDO INDONESIA ADIPERKASA,23,274,564258483.0,4,4,3,Loyal Customers,2025-10-23
ALDRIVIA CAHAYA SEJAHTERA,507,13,6654220993.0,2,3,4,At Risk,2025-10-23
ALDZAMA,45,2,118959830.0,3,1,3,New Customers,2025-10-23
ALEA GRAFIKA,9,33,21956068307.0,4,4,4,Champions,2025-10-23
ALEESHA ANDIN BERKAH,10,1,1039453664.0,4,1,3,New Customers,2025-10-23
ALESHA SUMBER JAYA,569,1,481012.0,2,1,1,Hibernating,2025-10-23
ALFA ARTHA ANDHAYA,17,65,19369734.0,4,4,2,Potential Loyalist,2025-10-23
ALFA AUTOMOTIVINDO NUSANTARA,49,4,241060.0,3,2,1,Need Attention,2025-10-23
ALFA BETA CIPTA,918,1,391463688.0,2,1,3,Hibernating,2025-10-23
ALFA BINTANG PERDANA LESTARI,1639,1,1251226809.0,1,1,3,Lost,2025-10-23
ALFA INTERNAL OPTINDO,311,2,4291837652.0,3,1,3,New Customers,2025-10-23
ALFA LAVAL INDONESIA,5,158,459173698548.0,4,4,4,Champions,2025-10-23
ALFA METAL TEKNIK,6,11,46814215.0,4,3,3,Loyal Customers,2025-10-23
ALFA MITRA INTERNUSA,16,14,26569596.0,4,3,2,Potential Loyalist,2025-10-23
ALFA POLIMER INDONESIA,1634,1,112002732.0,1,1,3,Lost,2025-10-23
ALFA PRIMA SENTOSA,51,57,3361890126.0,3,4,3,Loyal Customers,2025-10-23
ALFA SEJATI SEJAHTERA,154,1,2692414466.0,3,1,3,New Customers,2025-10-23
ALFA STAR INDONESIA,498,13,13380128.0,2,3,2,At Risk,2025-10-23
ALFA SUKSES BERSAMA INTERNASIONAL,145,3,1521129983.0,3,2,3,New Customers,2025-10-23
ALFA TECHNOLOGY MAKMUR,1323,1,67000.0,1,1,1,Lost,2025-10-23
ALFA VALVES INDONESIA,22,39,49071911171.0,4,4,4,Champions,2025-10-23
ALFA VIVA FAMILI,2,60,16205583051.0,4,4,4,Champions,2025-10-23
ALFAGOMMA HYDRAULIC INDONESIA,77,38,137517394.0,3,4,3,Loyal Customers,2025-10-23
ALFASUKO REKAYASA INDUSTRI,1235,1,7412504.0,1,1,2,Lost,2025-10-23
ALFATIH UTAMA PERKASA,1311,1,39174.0,1,1,1,Lost,2025-10-23
ALFIZIH,14,11,30655943.0,4,3,2,Potential Loyalist,2025-10-23
ALFO CITRA ABADI,1,97,670808365.0,4,4,3,Loyal Customers,2025-10-23
ALFRON GASINDO PRIMA,58,4,16477624149.0,3,2,4,New Customers,2025-10-23
ALGERINDO PRIMA NUSANTARA,51,17,281830.0,3,3,1,Promising,2025-10-23
ALI MANDA MEGAH,29,137,803208646.0,4,4,3,Loyal Customers,2025-10-23
ALIA DIGITAL PRINTEX,36,9,14974239026.0,4,3,4,Champions,2025-10-23
ALIA KREASI CANTIKA,203,27,86841420764.0,3,4,4,Champions,2025-10-23
ALIA KREASI MANDIRI INTERNASIONAL,15,114,179195596985.0,4,4,4,Champions,2025-10-23
ALIANSI SAKTI,3,21,46571848.0,4,3,3,Loyal Customers,2025-10-23
ALIFINDO MITRA BERSAMA,79,126,126913494766.0,3,4,4,Champions,2025-10-23
ALIM SHIPPING,517,1,2626558754.0,2,1,3,Hibernating,2025-10-23
ALIPBATA PELITA DUNIA,28,10,31248342474.0,4,3,4,Champions,2025-10-23
ALIRAN MASA DEPAN,440,1,4719525265.0,2,1,3,Hibernating,2025-10-23
ALISHA SENTRAL JASA,1704,2,4459630.0,1,1,2,Lost,2025-10-23
ALISON AGUNG,72,14,278920.0,3,3,1,Promising,2025-10-23
ALKALI GRUNHEIM INDONESIA,3,12,171237.0,4,3,1,Promising,2025-10-23
ALKAMESTA MANUNGGAL,104,6,5554769239.0,3,2,3,New Customers,2025-10-23
ALKEM TRIWIJAYA MANDIRI,17,1,124200.0,4,1,1,Need Attention,2025-10-23
ALKINDO MITRARAYA,2,136,13789995.0,4,4,2,Potential Loyalist,2025-10-23
ALKO MANDIRI,504,1,7980.0,2,1,1,Hibernating,2025-10-23
ALL RIG LIFTING INDONESIA,10,122,85572478737.0,4,4,4,Champions,2025-10-23
ALLEGIANCE PRIMAPARTS INDONESIA,1332,8,13408803739.0,1,3,4,Can't Lose Them,2025-10-23
ALLJIUM GREEN NUSA,482,1,100795.0,2,1,1,Hibernating,2025-10-23
ALLMAC SARANA GRAFIKA,6,23,1069705.0,4,3,2,Potential Loyalist,2025-10-23
ALLNEX RESINS INDONESIA,7,151,118638444.0,4,4,3,Loyal Customers,2025-10-23
ALLSTAR SCANDY AZTEKA,42,3,10646961732.0,4,2,4,New Customers,2025-10-23
ALLURE ALLUMINIO,72,9,13599588924.0,3,3,4,Champions,2025-10-23
ALMADINAH GARMEN,1037,3,6457915.0,1,2,2,Hibernating,2025-10-23
ALMAGADA SURYA PRAKASH,1419,2,2274920285.0,1,1,3,Lost,2025-10-23
ALMAIRA MITRA INDONESIA,384,1,4350.0,2,1,1,Hibernating,2025-10-23
ALMASINDO,1575,6,79954914.0,1,2,3,Hibernating,2025-10-23
ALMERA SUKSES SEJAHTERA,44,1,9331.0,3,1,1,Need Attention,2025-10-23
ALNIFF CIPTA PERKASA,1647,4,3288631.0,1,2,2,Hibernating,2025-10-23
ALOE VERA INDONESIA,344,1,11907.0,2,1,1,Hibernating,2025-10-23
ALOUKLA GENERAL TRADING,826,2,43491.0,2,1,1,Hibernating,2025-10-23
ALP PETRO INDUSTRY,9,22,7627382560.0,4,3,4,Champions,2025-10-23
ALPEN FOOD INDUSTRY,519,4,2697486378.0,2,2,3,About to Sleep,2025-10-23
ALPHA BESI CATUR,196,3,197932159.0,3,2,3,New Customers,2025-10-23
ALPHA GEMILANG MAKMUR,360,1,7050.0,2,1,1,Hibernating,2025-10-23
ALPHA INTEGRATED,987,1,17400.0,1,1,1,Lost,2025-10-23
ALPHA KENCANA PERKASA,836,6,6938874.0,2,2,2,About to Sleep,2025-10-23
ALPHA OMEGA,456,4,2281717480.0,2,2,3,About to Sleep,2025-10-23
ALPHA OMEGA TECH,86,11,27578609905.0,3,3,4,Champions,2025-10-23
ALPHA OMEGA TERMAL,416,3,7105539565.0,2,2,4,About to Sleep,2025-10-23
ALPHA UNGGUL SEJAHTERA,34,4,257336.0,4,2,1,Need Attention,2025-10-23
ALPINE COOL UTAMA,114,50,169479602.0,3,4,3,Loyal Customers,2025-10-23
ALRADWAN GLOBAL TRADING,150,2,59194.0,3,1,1,Need Attention,2025-10-23
ALTA MITRA KREASI,71,1,1839491951.0,3,1,3,New Customers,2025-10-23
ALTA NIKINDO,29,61,387971903.0,4,4,3,Loyal Customers,2025-10-23
ALTADESI PRIMA CITRA,464,21,46324553.0,2,3,3,At Risk,2025-10-23
ALTAMA SURYA ANUGERAH,526,21,52530840311.0,2,3,4,At Risk,2025-10-23
ALTATEX,861,3,2770656.0,2,2,2,About to Sleep,2025-10-23
ALTEC PRISMA SEJAHTERA,1212,24,11120795674.0,1,3,4,Can't Lose Them,2025-10-23
ALTEK PRECISION MACHINERY,846,31,18397974.0,2,4,2,At Risk,2025-10-23
ALTERLAB TEKNOLOGI INDONESIA,398,3,3655.0,2,2,1,About to Sleep,2025-10-23
ALTINDO MULIA,2,79,248497655306.0,4,4,4,Champions,2025-10-23
ALTINEX,546,14,78496681.0,2,3,3,At Risk,2025-10-23
ALTROS TEKNOLOGI,346,2,9618.0,2,1,1,Hibernating,2025-10-23
ALTUSNUSA MANDIRI,184,1,7920.0,3,1,1,Need Attention,2025-10-23
ALU ABO INDONESIA,1478,6,3960422.0,1,2,2,Hibernating,2025-10-23
ALU AKSARA PRATAMA,2,1253,1744929749.0,4,4,3,Loyal Customers,2025-10-23
ALUCOBOND FAR EAST INDONESIA,282,2,234714.0,3,1,1,Need Attention,2025-10-23
ALUMINDO ALLOY ABADI,28,39,3892674966.0,4,4,3,Loyal Customers,2025-10-23
ALUMINDO METAL SEJAHTERA,1406,5,557176.0,1,2,1,Hibernating,2025-10-23
ALUMINIUM COMPANY EXTRUSION INDONESIA (ALCOMEX INDO),3,4,647479.0,4,2,1,Need Attention,2025-10-23
ALUMINIUM EXTRUSION INDONESIA,7,133,9342463617.0,4,4,4,Champions,2025-10-23
ALUMINUM SOLUTION HYUNDAI,27,2,138145.0,4,1,1,Need Attention,2025-10-23
ALUN,356,7,37873963913.0,2,3,4,At Risk,2025-10-23
ALUNA SYAFANA PERSADA,414,2,2879358506.0,2,1,3,Hibernating,2025-10-23
ALUNDRA MITRA MANDIRI,1162,30,30935142937.0,1,4,4,Can't Lose Them,2025-10-23
ALVA MEDIA,2,79,68469641614.0,4,4,4,Champions,2025-10-23
ALVADIWIPA ANUGERAH,1471,5,1849173721.0,1,2,3,Hibernating,2025-10-23
ALVARO PRIMA SEJAHTERA,49,3,13878.0,3,2,1,Need Attention,2025-10-23
ALVEN JAYA INDONESIA,1608,1,1927529142.0,1,1,3,Lost,2025-10-23
ALVIN FARIS MANDIRI,1751,1,261000.0,1,1,1,Lost,2025-10-23
ALVINDO,115,14,663773.0,3,3,1,Promising,2025-10-23
ALVINDO CATUR SENTOSA,36,18,67326808997.0,4,3,4,Champions,2025-10-23
ALWAYS GREEN INDONESIA,1129,5,10331108.0,1,2,2,Hibernating,2025-10-23
ALYSSA PUTERI MANDIRI,465,1,22886.0,2,1,1,Hibernating,2025-10-23
AM/NS INDONESIA,280,41,5757601993.0,3,4,3,Loyal Customers,2025-10-23
AMAK PASUKAN KATAK,1657,1,3035472.0,1,1,2,Lost,2025-10-23
AMAN BUANA PUTERA,1031,6,595201.0,1,2,1,Hibernating,2025-10-23
AMAN INDAH MAKMUR,1,19,56757931.0,4,3,3,Loyal Customers,2025-10-23
AMAN JAYA MANDIRI,1392,2,201872.0,1,1,1,Lost,2025-10-23
AMAN JAYA MULIA,94,17,6614294.0,3,3,2,Potential Loyalist,2025-10-23
AMAN JAYA PERDANA,43,50,3199136.0,3,4,2,Potential Loyalist,2025-10-23
AMAN MANDIRI,1546,1,2482704.0,1,1,2,Lost,2025-10-23
AMANAH JAYA ABADI,1752,5,568000.0,1,2,1,Hibernating,2025-10-23
AMANAH NUSANTARA SEJAHTERA,119,6,17543939.0,3,2,2,Need Attention,2025-10-23
AMANDINA BUMI NUSANTARA,1219,6,14497199359.0,1,2,4,Hibernating,2025-10-23
AMANGRIYA,49,63,4322650376.0,3,4,3,Loyal Customers,2025-10-23
AMANN INDONESIA,171,93,120010054.0,3,4,3,Loyal Customers,2025-10-23
AMARA DEWI MUSTIKA,1430,19,7637693547.0,1,3,4,Can't Lose Them,2025-10-23
AMARA PRIMA MAKMUR,27,47,34128887209.0,4,4,4,Champions,2025-10-23
AMARDEEP INDO SAKTI,1203,3,14673270.0,1,2,2,Hibernating,2025-10-23
AMARILYS KARISMA GEMILANG,3,54,191710650045.0,4,4,4,Champions,2025-10-23
AMAROX PHARMA GLOBAL,259,5,2785855336.0,3,2,3,New Customers,2025-10-23
AMARTA MUTIARA SEHATI,1039,21,2445655.0,1,3,2,Can't Lose Them,2025-10-23
AMARTA MUTIARA SENTOSA,1388,109,61673515.0,1,4,3,Can't Lose Them,2025-10-23
AMARTEC SUNGAI KENCANA,90,1,130400.0,3,1,1,Need Attention,2025-10-23
AMASCO INDONESIA,143,31,53870366.0,3,4,3,Loyal Customers,2025-10-23
AMAZON DATA SERVICES INDONESIA,2,1450,35404364953.0,4,4,4,Champions,2025-10-23
AMBASSADOR GARMINDO,9,113,4271707712.0,4,4,3,Loyal Customers,2025-10-23
AMBASSADOR SINDO MAKMUR,120,3,147761748.0,3,2,3,New Customers,2025-10-23
AMCOR FLEXIBLES INDONESIA,105,25,74795500.0,3,3,3,Loyal Customers,2025-10-23
AMERICAN STANDARD INDONESIA,10,280,353480376435.0,4,4,4,Champions,2025-10-23
AMERINDO JAYA,514,1,100775405.0,2,1,3,Hibernating,2025-10-23
AMERTA CIPTA SANDI,547,1,12525.0,2,1,1,Hibernating,2025-10-23
AMERTA INDAH OTSUKA,2,68,60925930203.0,4,4,4,Champions,2025-10-23
AMERTA LESTARI SEJAHTERA,468,2,9401.0,2,1,1,Hibernating,2025-10-23
AMEYA LIVINGSTYLE INDONESIA,1471,12,10204266283.0,1,3,4,Can't Lose Them,2025-10-23
AMF INDONESIA,1574,2,166150.0,1,1,1,Lost,2025-10-23
AMG PLASTIC INDUSTRY,682,2,36831.0,2,1,1,Hibernating,2025-10-23
AMHAR PERMATA MULIA,307,1,120755.0,3,1,1,Need Attention,2025-10-23
AMINDOWAY JAYA,3,946,1472449819638.0,4,4,4,Champions,2025-10-23
AMMAN MINERAL INDUSTRI,8,55,16868707319.0,4,4,4,Champions,2025-10-23
AMMAN MINERAL NUSA TENGGARA,16,108,18980237494.0,4,4,4,Champions,2025-10-23
AMOUREEL BIO ARTHA,699,1,1087156953.0,2,1,3,Hibernating,2025-10-23
AMOZE ANEKA LAIK,743,1,308302.0,2,1,1,Hibernating,2025-10-23
AMP PLANTATION,434,1,122706.0,2,1,1,Hibernating,2025-10-23
AMRETA ABDI PRAKASA,923,2,15048.0,2,1,1,Hibernating,2025-10-23
AMSCO TUJUH ENAM,1519,54,8062435.0,1,4,2,Can't Lose Them,2025-10-23
AMSKY INDONESIA,51,20,1158580.0,3,3,2,Potential Loyalist,2025-10-23
ANAK CEMERLANG INDONESIA,423,1,1030176.0,2,1,2,Hibernating,2025-10-23
ANAK DESA INDONESIA,406,2,118901451.0,2,1,3,Hibernating,2025-10-23
ANAK RAJAWALI GARMINDO,349,1142,619325848.0,2,4,3,At Risk,2025-10-23
ANAK SENENG SEJAHTERA,199,2,24077882.0,3,1,2,Need Attention,2025-10-23
ANALAH BANGUN BERKAT ABADI,1298,16,154016914.0,1,3,3,Can't Lose Them,2025-10-23
ANANAS MAHARTHA BALI,933,1,688975.0,2,1,1,Hibernating,2025-10-23
ANANDA BERKAH ABADI,184,1,11000.0,3,1,1,Need Attention,2025-10-23
ANANDA PUTRA NANOTECH INDONESIA,832,1,6055.0,2,1,1,Hibernating,2025-10-23
ANANDA SOLUSINDO,1652,1,239200.0,1,1,1,Lost,2025-10-23
ANAYA GLOBAL INDONESIA,31,13,421392.0,4,3,1,Promising,2025-10-23
ANCOL TERANG METAL PRINTING INDUSTRI,13,212,14837133849.0,4,4,4,Champions,2025-10-23
ANDA LESTARI,22,9,1256674304.0,4,3,3,Loyal Customers,2025-10-23
ANDALAN ALAM MAKMUR,1179,20,433940.0,1,3,1,Can't Lose Them,2025-10-23
ANDALAN ALAM PERTIWI,1058,93,10892556662.0,1,4,4,Can't Lose Them,2025-10-23
ANDALAN BUAH PERTIWI,1025,235,10734849659.0,1,4,4,Can't Lose Them,2025-10-23
ANDALAN EKA SUKSES,1077,91,268076145858.0,1,4,4,Can't Lose Them,2025-10-23
ANDALAN FLUID SISTEM,265,10,1327174183.0,3,3,3,Loyal Customers,2025-10-23
ANDALAN GEMILANG MAKMUR,1421,26,4583900.0,1,3,2,Can't Lose Them,2025-10-23
ANDALAN LINTAS GLOBAL,580,2,915669.0,2,1,2,Hibernating,2025-10-23
ANDALAN MANDIRI BUSANA,598,5,408710904.0,2,2,3,About to Sleep,2025-10-23
ANDALAN MANIS SEJAHTERA,16,218,23926271457.0,4,4,4,Champions,2025-10-23
ANDALAN MITRA PROSPERA,8,14,2581505.0,4,3,2,Potential Loyalist,2025-10-23
ANDALAN MITRA TEKNOLOGI,1500,1,21360.0,1,1,1,Lost,2025-10-23
ANDALAN SEJAHTERA,90,13,872977.0,3,3,1,Promising,2025-10-23
ANDALAN TEMAN MANDIRI,729,221,63806688.0,2,4,3,At Risk,2025-10-23
ANDALAS MITRA GLOBAL,44,24,174232861.0,3,3,3,Loyal Customers,2025-10-23
ANDALAS MITRA SEJAHTERA,13,64,25855555512.0,4,4,4,Champions,2025-10-23
ANDARA CAHAYA BUANA,344,2,250716.0,2,1,1,Hibernating,2025-10-23
ANDARA MEGAH LOGISTIK,31,3,340251.0,4,2,1,Need Attention,2025-10-23
ANDARA MITRA SINERGI,665,107,52069709417.0,2,4,4,At Risk,2025-10-23
ANDARO BERKAH INDONESIA,1179,1,907940845.0,1,1,3,Lost,2025-10-23
ANDARU BINTANG NUSANTARA,3,32,6529660165.0,4,4,4,Champions,2025-10-23
ANDARU PERSADA MANDIRI,125,1,950.0,3,1,1,Need Attention,2025-10-23
ANDARU SINARMATRA,15,210,22954789674.0,4,4,4,Champions,2025-10-23
ANDARU STEEL ONE,14,220,43326018932.0,4,4,4,Champions,2025-10-23
ANDESPAR DUTA INDONESIA,310,10,5397176954.0,3,3,3,Loyal Customers,2025-10-23
ANDIN JAYA BERSAMA,1259,5,2494806197.0,1,2,3,Hibernating,2025-10-23
ANDIRA PRATAMA,156,8,13233930.0,3,3,2,Potential Loyalist,2025-10-23
ANDRA INTERNATIONAL,35,20,44903690.0,4,3,3,Loyal Customers,2025-10-23
ANEKA,345,3,660707.0,2,2,1,About to Sleep,2025-10-23
ANEKA ADIKARYA ABADI,1198,16,821689.0,1,3,1,Can't Lose Them,2025-10-23
ANEKA AGUNG PRATAMA,128,27,11811292.0,3,4,2,Potential Loyalist,2025-10-23
ANEKA ANDALAN ASIA,246,10,13167340.0,3,3,2,Potential Loyalist,2025-10-23
ANEKA ANUGRAH ABADI,2,817,2723097890.0,4,4,3,Loyal Customers,2025-10-23
ANEKA BAJA PERKASA INDUSTRY,1606,6,98586830.0,1,2,3,Hibernating,2025-10-23
ANEKA BINA CITRA,1451,1,285897.0,1,1,1,Lost,2025-10-23
ANEKA BISNIS JAYA,47,2,1115022367.0,3,1,3,New Customers,2025-10-23
ANEKA BOGA PRATAMA,77,23,1392002909.0,3,3,3,Loyal Customers,2025-10-23
ANEKA CIPTA USAHA,1589,1,647584.0,1,1,1,Lost,2025-10-23
ANEKA CITRA REFRIGERATAMA,84,5,1007062.0,3,2,2,Need Attention,2025-10-23
ANEKA CITRA REFRINDO,177,8,10088863420.0,3,3,4,Champions,2025-10-23
ANEKA COFFEE INDUSTRY,24,12,1145152.0,4,3,2,Potential Loyalist,2025-10-23
ANEKA DJAKARTA IRON STEEL,26,67,2993561818.0,4,4,3,Loyal Customers,2025-10-23
ANEKA FROZE TRIUTAMA,499,82,100236548.0,2,4,3,At Risk,2025-10-23
ANEKA GENERASI UNGGUL,154,1,4397.0,3,1,1,Need Attention,2025-10-23
ANEKA GRAFIKA,666,2,10301676.0,2,1,2,Hibernating,2025-10-23
ANEKA GRAFINDO,1423,2,60400.0,1,1,1,Lost,2025-10-23
ANEKA HASIL AGRITANI,1051,8,1096200.0,1,3,2,Can't Lose Them,2025-10-23
ANEKA INDOMAKMUR,224,2,13837.0,3,1,1,Need Attention,2025-10-23
ANEKA INDUSTRI TEKSTIL,307,127,100431528.0,3,4,3,Loyal Customers,2025-10-23
ANEKA INFOKOM TEKINDO,31,38,10496653.0,4,4,2,Potential Loyalist,2025-10-23
ANEKA INTER KENCANA,913,14,416230.0,2,3,1,At Risk,2025-10-23
ANEKA INTERINDO LESTARI,891,8,32991908.0,2,3,2,At Risk,2025-10-23
ANEKA INTI WANGI,1312,1,1065957198.0,1,1,3,Lost,2025-10-23
ANEKA ISOLASI,316,1,87098.0,3,1,1,Need Attention,2025-10-23
ANEKA KARYA SUKSES,1063,37,131269793.0,1,4,3,Can't Lose Them,2025-10-23
ANEKA KELOLA UNGGUL,50,16,1667557.0,3,3,2,Potential Loyalist,2025-10-23
ANEKA KENCANA NUSANTARA,1585,5,69306276.0,1,2,3,Hibernating,2025-10-23
ANEKA KENCANA PLASTINDO,27,11,109487865.0,4,3,3,Loyal Customers,2025-10-23
ANEKA KONSEP PRATAMA,1435,2,5980.0,1,1,1,Lost,2025-10-23
ANEKA KURNIA ABADI,218,9,34677746.0,3,3,3,Loyal Customers,2025-10-23
ANEKA MAHAKA SASMAYA,283,14,32708764356.0,3,3,4,Champions,2025-10-23
ANEKA MAJU BERSAMA LESTARI,465,417,1000073013.0,2,4,3,At Risk,2025-10-23
ANEKA MEGA ENERGI,1037,1,108000.0,1,1,1,Lost,2025-10-23
ANEKA MITRA GEMILANG,15,188,353776735136.0,4,4,4,Champions,2025-10-23
ANEKA PANEL INDONESIA,1143,2,24015473.0,1,1,2,Lost,2025-10-23
ANEKA PANGAN BERGIZI,1753,2,315000.0,1,1,1,Lost,2025-10-23
ANEKA PANGAN INDONESIA,1562,27,8877500.0,1,4,2,Can't Lose Them,2025-10-23
ANEKA PRODUK SEJAHTERA,535,2,8881918100.0,2,1,4,Hibernating,2025-10-23
ANEKA REFRITEK INTERNASIONAL,224,2,5095724046.0,3,1,3,New Customers,2025-10-23
ANEKA RITEL SASMAYA,16,13,5193394.0,4,3,2,Potential Loyalist,2025-10-23
ANEKA RUPA TERA,570,1,61428.0,2,1,1,Hibernating,2025-10-23
ANEKA SAKTI BAKTI (ASABA),189,2,189827.0,3,1,1,Need Attention,2025-10-23
ANEKA SARI UTAMA,850,1,28500.0,2,1,1,Hibernating,2025-10-23
ANEKA SEMESTA NUTRISINDO,20,261,379051951578.0,4,4,4,Champions,2025-10-23
ANEKA SINAR LESTARI,562,3,1399028.0,2,2,2,About to Sleep,2025-10-23
ANEKA SUKSES PERSADA,797,60,13608656802.0,2,4,4,At Risk,2025-10-23
ANEKA SUKSES SEMESTA,6,34,12364523.0,4,4,2,Potential Loyalist,2025-10-23
ANEKA TAMBANG (PERSERO) TBK,208,5,3440180.0,3,2,2,Need Attention,2025-10-23
ANEKA TATA NIAGA,1753,2,221850.0,1,1,1,Lost,2025-10-23
ANEKA TEKNIK BERSAMA,51,22,17380276349.0,3,3,4,Champions,2025-10-23
ANEKA TUNGGAL PERSADA,680,51,14331089395.0,2,4,4,At Risk,2025-10-23
ANEKA USAHA SEJATI,647,162,236758799741.0,2,4,4,At Risk,2025-10-23
ANEKA WARNA INDAH,7,150,89932056406.0,4,4,4,Champions,2025-10-23
ANEKA WARNA SEMESTA,479,1,18800.0,2,1,1,Hibernating,2025-10-23
ANEKA WARNA SOLUSI MEDIA,49,73,33641551306.0,3,4,4,Champions,2025-10-23
ANERVA INTI MAGNITRADA,540,1,140262.0,2,1,1,Hibernating,2025-10-23
ANEXCO MITRA ABADI,1220,1,918028.0,1,1,2,Lost,2025-10-23
ANEZA PERSADA ABADI,871,7,3829158.0,2,3,2,At Risk,2025-10-23
ANGELINDO PRATAMA,16,23,43269882.0,4,3,3,Loyal Customers,2025-10-23
ANGELINE ENGINEERING,133,4,5891428945.0,3,2,3,New Customers,2025-10-23
ANGELS PRODUCTS,36,168,27923654613.0,4,4,4,Champions,2025-10-23
ANGGA BERSAUDARA,113,57,42079528.0,3,4,3,Loyal Customers,2025-10-23
ANGGANA KURNIA PUTRA,159,53,230571689.0,3,4,3,Loyal Customers,2025-10-23
ANGGARA FORTUNA,35,16,21672175.0,4,3,2,Potential Loyalist,2025-10-23
ANGGARDA NATURA INDONESIA,6,6,856805.0,4,2,1,Need Attention,2025-10-23
ANGGUN PERMAI TEKINDO,1049,6,573291.0,1,2,1,Hibernating,2025-10-23
ANGGUR MERAH SUBUR,696,7,2204195.0,2,3,2,At Risk,2025-10-23
ANGHAUZ INDONESIA,1647,1,19603.0,1,1,1,Lost,2025-10-23
ANGKASA BIRU KENCANA,582,8,1080200.0,2,3,2,At Risk,2025-10-23
ANGKASA GRACIA KENCANA MUKTI,876,3,3962608.0,2,2,2,About to Sleep,2025-10-23
ANGKASA GRACIA MUKTI,406,7,6919347.0,2,3,2,At Risk,2025-10-23
ANGKASA INDAH JAYA,44,738,1903750739361.0,3,4,4,Champions,2025-10-23
ANGKASA JAYA GLOBALINDO,1233,69,702933255.0,1,4,3,Can't Lose Them,2025-10-23
ANGKASA KITA INDONESIA,1745,1,7454742.0,1,1,2,Lost,2025-10-23
ANGKASA SUKSES BERJAYA,3,128,6139273.0,4,4,2,Potential Loyalist,2025-10-23
ANGSA DAYA,3,27,4474248808.0,4,4,3,Loyal Customers,2025-10-23
ANGSA EMAS GROUP,43,24,46515339.0,3,3,3,Loyal Customers,2025-10-23
ANGSA SEMBILAN SEMBILAN,1066,2,1873055.0,1,1,2,Lost,2025-10-23
ANGSO DUO SAWIT,1749,2,386251.0,1,1,1,Lost,2025-10-23
ANIXTER INDONESIA,1,278,19430855926.0,4,4,4,Champions,2025-10-23
ANJAYA UNGGUL MAJU,1571,2,900305.0,1,1,2,Lost,2025-10-23
ANK GALVANIZE PANELINDO,210,2,3143583926.0,3,1,3,New Customers,2025-10-23
ANLIN CIPTA PERDANA,371,25,3390730.0,2,3,2,At Risk,2025-10-23
ANM JASA PERSADA,189,1,12320.0,3,1,1,Need Attention,2025-10-23
ANMAN INDONESIA,275,29,58910229448.0,3,4,4,Champions,2025-10-23
ANNUN,1459,1,48000.0,1,1,1,Lost,2025-10-23
ANOMALI LUMBUNG ARTHA,1050,3,255200.0,1,2,1,Hibernating,2025-10-23
ANSHIN DENKI INDONESIA,281,1,44406.0,3,1,1,Need Attention,2025-10-23
ANTA TIRTA KIRANA,27,5,101470.0,4,2,1,Need Attention,2025-10-23
ANTAKO REKON INDONESIA,498,2,35074754.0,2,1,3,Hibernating,2025-10-23
